,t,y
86,3.233831,0.25954115
87,3.283582,0.25467837
88,3.3333333,0.24990468
89,3.3830845,0.24521978
90,3.4328358,0.24062113
91,3.482587,0.23610793
92,3.5323384,0.23167883
93,3.5820897,0.22733204
94,3.6318407,0.22306632
95,3.681592,0.2188801
96,3.7313433,0.21477203
97,3.7810946,0.21074103
98,3.8308458,0.20678537
99,3.880597,0.20290391
100,3.9303482,0.19909482
101,3.9800994,0.19535743
102,4.029851,0.1916901
103,4.079602,0.18809174
104,4.129353,0.18456028
105,4.1791043,0.18109529
106,4.2288556,0.17769529
107,4.278607,0.17435943
108,4.328358,0.17108594
109,4.3781095,0.16787349
110,4.4278607,0.16472162
111,4.477612,0.1616288
112,4.5273633,0.15859364
113,4.5771146,0.15561537
114,4.626866,0.15269332
115,4.676617,0.14982554
116,4.726368,0.14701156
117,4.776119,0.14425026
118,4.8258705,0.14154066
119,4.875622,0.13888185
120,4.925373,0.13627236
121,4.9751244,0.13371211
122,5.0248756,0.13119936
123,5.074627,0.12873353
124,5.124378,0.12631391
125,5.1741295,0.12393962
126,5.223881,0.121609434
127,5.273632,0.119322956
128,5.323383,0.11707887
129,5.373134,0.11487697
130,5.4228854,0.11271596
131,5.4726367,0.11059517
132,5.522388,0.108514264
133,5.5721393,0.10647212
134,5.6218905,0.10446802
135,5.671642,0.10250108
136,5.721393,0.1005712
137,5.7711444,0.09867707
138,5.8208957,0.09681821
139,5.870647,0.0949945
140,5.920398,0.09320466
141,5.970149,0.09144786
142,6.0199003,0.08972417
143,6.0696516,0.0880325
144,6.119403,0.08637248
145,6.169154,0.084743455
146,6.2189054,0.0831451
147,6.2686567,0.08157627
148,6.318408,0.080036804
149,6.3681593,0.0785262
150,6.4179106,0.077044204
151,6.467662,0.07558951
152,6.517413,0.07416217
153,6.567164,0.07276136
154,6.616915,0.071387365
155,6.6666665,0.07003865
156,6.716418,0.068715334
157,6.766169,0.067417115
158,6.8159204,0.06614295
159,6.8656716,0.06489292
160,6.915423,0.063666046
161,6.965174,0.06246227
162,7.0149255,0.061281517
163,7.064677,0.06012313
164,7.114428,0.058986023
165,7.1641793,0.057870895
166,7.21393,0.056776285
167,7.2636814,0.055702522
168,7.3134327,0.05464913
169,7.363184,0.053615704
170,7.4129353,0.052601323
171,7.4626865,0.051606774
172,7.512438,0.05063075
173,7.562189,0.049673468
174,7.6119404,0.04873416
175,7.6616917,0.047812536
176,7.711443,0.046908632
177,7.761194,0.046022102
178,7.8109455,0.04515189
179,7.8606963,0.044298515
180,7.9104476,0.043461516
181,7.960199,0.042640388
182,8.009951,0.04183492
183,8.059702,0.041044652
184,8.109453,0.04026954
185,8.159204,0.039509535
186,8.208955,0.03876385
187,8.258706,0.03803222
188,8.308457,0.03731498
189,8.358209,0.03661129
190,8.40796,0.035920992
191,8.457711,0.035244137
192,8.5074625,0.03458023
193,8.557214,0.03392893
194,8.606965,0.033290178
195,8.656716,0.03266394
196,8.706468,0.03204955
197,8.756219,0.0314468
198,8.80597,0.03085585
199,8.855721,0.030276462
200,8.905473,0.029707804
201,8.955224,0.029150516
202,9.004975,0.028603837
203,9.054727,0.028067559
204,9.104478,0.027541712
205,9.154229,0.027025819
206,9.20398,0.02651997
207,9.253732,0.026024282
208,9.303483,0.025537565
209,9.353234,0.0250604
210,9.402985,0.024592489
211,9.452736,0.024133712
212,9.502487,0.023683906
213,9.552238,0.02324213
214,9.60199,0.02280946
215,9.651741,0.022384942
216,9.701492,0.021968544
217,9.751244,0.021560162
218,9.800995,0.021159694
219,9.850746,0.02076681
220,9.900497,0.020381272
221,9.950249,0.0200032
